"LON" "LAT"
NA NA
-9.27332 51.4809
-9.26768 51.4809
-9.25635 51.4739
-9.24788 51.4722
-9.22812 51.4704
-9.20846 51.481
-9.19441 51.4881
-9.17756 51.4987
-9.17205 51.5162
-9.16632 51.504
-9.15219 51.5005
-9.12965 51.5041
-9.12973 51.5146
-9.11562 51.5129
-9.11003 51.5199
-9.11011 51.5322
-9.11301 51.5427
-9.11023 51.548
-9.08196 51.5393
-9.06216 51.5306
-9.03681 51.5359
-9.02271 51.536
-9.00865 51.5413
-8.98612 51.5466
-8.96916 51.5414
-8.96626 51.5309
-8.93809 51.5345
-8.92953 51.5204
-8.8901 51.5293
-8.88173 51.5416
-8.88181 51.5522
-8.86213 51.561
-8.85933 51.5645
-8.86506 51.5767
-8.87921 51.5837
-8.87643 51.589
-8.87084 51.596
-8.8567 51.5908
-8.82845 51.5838
-8.803 51.5751
-8.78607 51.5735
-8.76628 51.5665
-8.74371 51.5665
-8.71551 51.5666
-8.69572 51.5597
-8.68442 51.5579
-8.67603 51.5667
-8.68736 51.5737
-8.68461 51.5842
-8.67336 51.5878
-8.67904 51.593
-8.68193 51.6035
-8.67633 51.6088
-8.69049 51.6175
-8.72153 51.6192
-8.74126 51.6174
-8.74418 51.6314
-8.73578 51.6401
-8.71598 51.6315
-8.70184 51.6262
-8.68495 51.6315
-8.6681 51.6403
-8.66516 51.6246
-8.65947 51.6176
-8.63127 51.6177
-8.59467 51.6265
-8.58055 51.6248
-8.56077 51.6196
-8.55502 51.6039
-8.54648 51.5934
-8.54085 51.5952
-8.53812 51.6074
-8.5354 51.6214
-8.53268 51.6355
-8.52713 51.6477
-8.52154 51.6547
-8.51597 51.6653
-8.51605 51.6758
-8.52173 51.681
-8.50767 51.6862
-8.4992 51.6863
-8.49064 51.6723
-8.47926 51.6583
-8.47085 51.6654
-8.45967 51.6794
-8.44276 51.6812
-8.42575 51.669
-8.39483 51.6831
-8.36111 51.7007
-8.32455 51.7147
-8.29924 51.7253
-8.29087 51.7375
-8.30505 51.748
-8.31353 51.7514
-8.29671 51.7655
-8.28553 51.7794
-8.2969 51.7916
-8.31382 51.7916
-8.33074 51.7915
-8.34768 51.7932
-8.35343 51.8089
-8.33652 51.8107
-8.31955 51.8038
-8.30542 51.8003
-8.29982 51.8056
-8.30836 51.816
-8.31402 51.8195
-8.32534 51.8247
-8.32824 51.8351
-8.32834 51.8491
-8.33686 51.8578
-8.35384 51.8647
-8.36517 51.8716
-8.38773 51.8716
-8.39905 51.8768
-8.39063 51.882
-8.39911 51.8855
-8.41892 51.8941
-8.43872 51.9028
-8.39361 51.9046
-8.37101 51.8995
-8.34002 51.9048
-8.31466 51.9066
-8.29772 51.9049
-8.26378 51.8911
-8.24398 51.8841
-8.2242 51.879
-8.19882 51.879
-8.17072 51.8931
-8.16795 51.9
-8.16782 51.8826
-8.16777 51.8757
-8.17896 51.8634
-8.1874 51.8599
-8.19018 51.8547
-8.17606 51.8512
-8.17881 51.8425
-8.19001 51.8303
-8.21252 51.8233
-8.22661 51.8215
-8.24622 51.804
-8.24049 51.7918
-8.21227 51.7884
-8.1982 51.7937
-8.19539 51.7954
-8.17841 51.7867
-8.15018 51.7833
-8.11922 51.7921
-8.09388 51.7974
-8.06569 51.7992
-8.0347 51.8046
-8.01787 51.8168
-8.00393 51.8395
-7.97025 51.8623
-7.93361 51.8658
-7.89132 51.8677
-7.85749 51.8695
-7.85753 51.8748
-7.87734 51.8851
-7.88868 51.8921
-7.8972 51.9008
-7.87464 51.9008
-7.85492 51.9044
-7.84376 51.9218
-7.83257 51.934
-7.83271 51.9531
-7.84686 51.96
-7.86667 51.9687
-7.84981 51.9774
-7.86115 51.9861
-7.83577 51.9861
-7.81309 51.9706
-7.80172 51.9584
-7.80154 51.9323
-7.78458 51.9272
-7.76491 51.9377
-7.75364 51.9394
-7.74233 51.936
-7.71691 51.9308
-7.70283 51.9326
-7.70295 51.95
-7.68896 51.9657
-7.66364 51.9744
-7.61858 51.9832
-7.59604 51.9868
-7.5679 51.9955
-7.55957 52.0129
-7.55686 52.0286
-7.54563 52.0355
-7.55134 52.0442
-7.57108 52.0441
-7.58523 52.051
-7.59663 52.0666
-7.6108 52.077
-7.61654 52.0908
-7.61097 52.0995
-7.59966 52.0961
-7.58832 52.0874
-7.57707 52.0927
-7.56852 52.0806
-7.55997 52.0685
-7.53181 52.0737
-7.50364 52.079
-7.47557 52.0964
-7.45304 52.1017
-7.43616 52.1069
-7.42489 52.1087
-7.38829 52.1174
-7.34883 52.121
-7.31782 52.1228
-7.29242 52.1212
-7.25575 52.1195
-7.22192 52.1214
-7.19933 52.118
-7.174 52.1249
-7.15998 52.1371
-7.14024 52.1372
-7.12613 52.1355
-7.11773 52.1441
-7.12905 52.1493
-7.12912 52.1597
-7.11505 52.1632
-7.09807 52.1563
-7.08114 52.1546
-7.07262 52.146
-7.08947 52.1373
-7.09508 52.1321
-7.10348 52.1234
-7.09778 52.1165
-7.06962 52.1218
-7.04993 52.1288
-7.03017 52.1271
-7.00205 52.1375
-6.99369 52.1514
-6.99092 52.1583
-6.97963 52.1584
-6.97126 52.1705
-6.97697 52.1791
-6.97702 52.1861
-6.96858 52.1895
-6.97714 52.2033
-6.98003 52.212
-6.98293 52.2241
-6.99992 52.2327
-7.01398 52.2274
-7.03937 52.2274
-7.05063 52.2256
-7.05917 52.2359
-7.05358 52.2429
-7.03389 52.2498
-7.01699 52.2533
-6.9973 52.2603
-7.003 52.2689
-7.01439 52.2827
-7.01162 52.2896
-6.99471 52.2914
-6.99182 52.2827
-6.98608 52.2689
-6.96915 52.2673
-6.97183 52.2483
-6.97739 52.2379
-6.95758 52.2276
-6.93204 52.2069
-6.91783 52.1914
-6.90359 52.1724
-6.90344 52.1517
-6.9174 52.1326
-6.89494 52.1465
-6.8696 52.1535
-6.84425 52.157
-6.82735 52.1605
-6.83022 52.1674
-6.84154 52.1726
-6.83035 52.1847
-6.82477 52.1934
-6.83328 52.2003
-6.84741 52.2037
-6.84466 52.2141
-6.82498 52.2227
-6.82224 52.2331
-6.79405 52.2349
-6.78843 52.2384
-6.76878 52.2505
-6.75464 52.2454
-6.77706 52.2263
-6.78264 52.2177
-6.78537 52.2056
-6.77967 52.197
-6.74302 52.1988
-6.68664 52.2024
-6.66124 52.2007
-6.6556 52.2008
-6.65001 52.2077
-6.64431 52.1991
-6.63016 52.1922
-6.61041 52.1922
-6.59912 52.1906
-6.58786 52.194
-6.58231 52.2061
-6.57099 52.201
-6.56808 52.1889
-6.57085 52.182
-6.5877 52.1716
-6.58766 52.1664
-6.56797 52.1733
-6.54261 52.1769
-6.5116 52.1787
-6.48901 52.1753
-6.47505 52.1943
-6.46372 52.1875
-6.46077 52.1702
-6.42408 52.1668
-6.40731 52.1876
-6.39333 52.2032
-6.38202 52.1998
-6.37912 52.1894
-6.38746 52.1721
-6.38175 52.1635
-6.3649 52.1722
-6.35656 52.1895
-6.35105 52.2068
-6.33702 52.2172
-6.33139 52.2189
-6.32865 52.2293
-6.36536 52.2361
-6.37668 52.2413
-6.38241 52.2533
-6.38537 52.2723
-6.38265 52.2861
-6.37428 52.2982
-6.38281 52.3086
-6.4053 52.2982
-6.41647 52.2826
-6.41623 52.2498
-6.43313 52.2463
-6.45011 52.2549
-6.44747 52.2791
-6.45317 52.2877
-6.45323 52.2963
-6.45339 52.317
-6.46188 52.3221
-6.47882 52.3238
-6.4845 52.329
-6.50143 52.3306
-6.51555 52.3323
-6.50153 52.3444
-6.47342 52.3566
-6.47055 52.3497
-6.4592 52.3411
-6.44236 52.3515
-6.43115 52.3618
-6.41428 52.3688
-6.39736 52.3688
-6.39163 52.3568
-6.38018 52.3344
-6.3773 52.3258
-6.36885 52.3275
-6.36615 52.3431
-6.36351 52.3689
-6.36367 52.3896
-6.34133 52.4206
-6.31612 52.4447
-6.29092 52.4689
-6.26012 52.4999
-6.24051 52.5171
-6.21245 52.5378
-6.21268 52.5686
-6.22406 52.5823
-6.22706 52.6063
-6.2329 52.6337
-6.23586 52.6525
-6.21349 52.6782
-6.19954 52.6987
-6.18554 52.7125
-6.17155 52.7279
-6.16604 52.745
-6.16335 52.7637
-6.15506 52.7859
-6.17202 52.791
-6.15235 52.8013
-6.13274 52.8184
-6.1103 52.8355
-6.09063 52.8458
-6.07376 52.8526
-6.0682 52.8629
-6.06545 52.8731
-6.05422 52.8799
-6.04864 52.8885
-6.05158 52.9038
-6.03754 52.9123
-6.03473 52.914
-6.02648 52.9429
-6.02938 52.9531
-6.04639 52.965
-6.0521 52.9734
-6.05788 52.9921
-6.06087 53.0159
-6.05543 53.043
-6.05557 53.0617
-6.05293 53.0854
-6.05027 53.1074
-6.05891 53.1311
-6.07032 53.148
-6.07329 53.1683
-6.07903 53.1818
-6.09322 53.1936
-6.10181 53.2104
-6.1076 53.2307
-6.10775 53.2509
-6.10502 53.2628
-6.09943 53.2695
-6.12493 53.2846
-6.15042 53.2997
-6.17584 53.3047
-6.19283 53.3131
-6.20698 53.3198
-6.21553 53.3316
-6.22972 53.3433
-6.23545 53.3551
-6.24114 53.3618
-6.21574 53.3602
-6.18753 53.3586
-6.17345 53.362
-6.15659 53.3705
-6.14537 53.3789
-6.12563 53.379
-6.11147 53.3706
-6.09167 53.3639
-6.08036 53.3589
-6.06351 53.369
-6.06919 53.374
-6.08617 53.3824
-6.11162 53.3907
-6.13144 53.4008
-6.13435 53.4126
-6.12588 53.4126
-6.12601 53.4294
-6.14871 53.4478
-6.17132 53.4545
-6.19391 53.4577
-6.17143 53.4679
-6.15171 53.4713
-6.14038 53.4646
-6.12354 53.4764
-6.10103 53.4832
-6.10956 53.4916
-6.12368 53.4949
-6.14619 53.4881
-6.16877 53.4897
-6.17165 53.4981
-6.14918 53.5099
-6.13791 53.5116
-6.11537 53.515
-6.08437 53.5185
-6.08158 53.5218
-6.08454 53.5403
-6.08746 53.5536
-6.10448 53.567
-6.12992 53.5737
-6.16387 53.5886
-6.18947 53.617
-6.20364 53.6253
-6.22342 53.6303
-6.23481 53.6453
-6.24618 53.657
-6.26037 53.6686
-6.24918 53.6804
-6.2493 53.6971
-6.25224 53.7121
-6.27481 53.7137
-6.31148 53.7136
-6.3115 53.7169
-6.28903 53.7287
-6.26371 53.7371
-6.25255 53.7538
-6.24988 53.7738
-6.23864 53.7788
-6.22741 53.7855
-6.23877 53.7955
-6.25289 53.7988
-6.25866 53.8154
-6.25033 53.8321
-6.2448 53.8471
-6.26744 53.857
-6.3155 53.8718
-6.33529 53.8784
-6.37491 53.8966
-6.37781 53.9066
-6.38648 53.9348
-6.37811 53.9465
-6.36972 53.9564
-6.3698 53.9664
-6.38397 53.9746
-6.36991 53.9813
-6.36148 53.9846
-6.36435 53.9913
-6.3813 53.9946
-6.37572 54.0029
-6.37296 54.0112
-6.37025 54.0261
-6.35882 54.0062
-6.3334 54.0013
-6.30231 53.9931
-6.26279 53.9882
-6.22607 53.98
-6.18936 53.9751
-6.14988 53.9753
-6.12737 53.982
-6.11051 53.9903
-6.11056 53.9969
NA NA
-6.19094 55.2731
-6.18537 55.2827
-6.17981 55.2924
-6.18551 55.3004
-6.19681 55.302
-6.22223 55.3067
-6.23916 55.3083
-6.25889 55.3066
-6.26448 55.3002
-6.26445 55.297
-6.25037 55.2986
-6.23903 55.2923
-6.22775 55.2923
-6.21648 55.2939
-6.20238 55.2939
-6.19949 55.2843
-6.19659 55.2747
-6.19094 55.2731
NA NA
-8.19336 55.268
-8.18768 55.2632
-8.19328 55.2583
-8.20456 55.2583
-8.22153 55.2647
-8.22156 55.2679
-8.21876 55.2711
-8.20747 55.2695
-8.19618 55.268
-8.19336 55.268
NA NA
-8.54667 55.0059
-8.53258 55.0076
-8.51847 55.006
-8.50715 55.0012
-8.50708 54.9931
-8.50701 54.9834
-8.50978 54.9769
-8.52668 54.9736
-8.54361 54.9752
-8.55492 54.9784
-8.5578 54.9865
-8.55504 54.9946
-8.54659 54.9962
-8.54381 55.0011
-8.54951 55.0091
-8.54667 55.0059
NA NA
-9.19782 54.2302
-9.2035 54.2351
-9.20912 54.2335
-9.21755 54.2285
-9.21469 54.2236
-9.21186 54.2219
-9.20623 54.2236
-9.19782 54.2302
NA NA
-10.0021 54.2907
-9.99355 54.2808
-9.99068 54.2742
-9.97937 54.271
-9.97082 54.2595
-9.9623 54.2513
-9.95097 54.2447
-9.93968 54.2447
-9.9256 54.2464
-9.91425 54.2382
-9.92551 54.2349
-9.92547 54.2299
-9.93671 54.225
-9.95648 54.2282
-9.96498 54.2331
-9.97912 54.238
-9.9847 54.2298
-9.99595 54.2265
-10.0128 54.2215
-10.0127 54.2083
-10.0268 54.2066
-10.0239 54.195
-10.0182 54.1802
-10.0238 54.1785
-10.0407 54.1834
-10.0549 54.1851
-10.0576 54.1768
-10.0519 54.1719
-10.0491 54.1669
-10.066 54.1669
-10.0772 54.1602
-10.08 54.152
-10.0771 54.1437
-10.0686 54.1371
-10.0742 54.1322
-10.0798 54.1272
-10.091 54.1189
-10.0853 54.109
-10.0768 54.1024
-10.0767 54.0908
-10.0767 54.0859
-10.0851 54.0858
-10.1021 54.0858
-10.119 54.0874
-10.1331 54.0923
-10.1304 54.1105
-10.1222 54.137
-10.1111 54.1602
-10.1 54.1816
-10.0972 54.185
-10.0944 54.1916
-10.0776 54.2048
-10.0748 54.2097
-10.0861 54.213
-10.0946 54.218
-10.0918 54.2229
-10.0805 54.2229
-10.0693 54.2263
-10.075 54.2378
-10.0751 54.251
-10.0582 54.2576
-10.0442 54.2692
-10.0273 54.2725
-10.0161 54.2758
-10.0133 54.2857
-10.0077 54.289
-10.0021 54.2907
NA NA
-9.969 54.0216
-9.96329 54.0117
-9.95756 54.0001
-9.95466 53.9901
-9.95463 53.9852
-9.96587 53.9801
-9.96013 53.9669
-9.95722 53.9553
-9.95999 53.9486
-9.9543 53.942
-9.94868 53.9453
-9.93745 53.952
-9.92902 53.9554
-9.93176 53.9454
-9.93733 53.9354
-9.93724 53.9238
-9.93429 53.9072
-9.937 53.8922
-9.94534 53.8772
-9.95374 53.8689
-9.96505 53.8722
-9.98203 53.8805
-9.99338 53.8887
-10.0132 53.9003
-10.0274 53.9119
-10.0387 53.9119
-10.0556 53.9152
-10.0614 53.9284
-10.0671 53.9417
-10.0841 53.9533
-10.087 53.9549
-10.118 53.9565
-10.1349 53.9598
-10.1378 53.9631
-10.1603 53.9597
-10.1913 53.9596
-10.1885 53.953
-10.2082 53.9496
-10.2252 53.9562
-10.2421 53.9645
-10.2478 53.9695
-10.2225 53.9762
-10.2 53.9828
-10.1888 53.9945
-10.1917 54.0028
-10.1775 53.9978
-10.155 53.9979
-10.1437 53.9996
-10.1296 53.9963
-10.107 53.9964
-10.093 54.003
-10.0874 54.008
-10.0733 54.0147
-10.0592 54.0197
-10.0395 54.0148
-10.0338 54.0065
-10.0225 54.0082
-10.0028 54.0099
-9.9943 54.0099
-9.98584 54.0099
-9.97743 54.0166
-9.97748 54.0232
-9.969 54.0216
NA NA
-9.98149 53.8089
-9.96172 53.8056
-9.94476 53.8007
-9.94756 53.7973
-9.95315 53.7907
-9.96435 53.7806
-9.97846 53.7806
-10.001 53.7806
-10.0208 53.7822
-10.032 53.7788
-10.0434 53.7854
-10.0378 53.7954
-10.0181 53.8005
-9.99836 53.8022
-9.98993 53.8056
-9.98431 53.8089
-9.98149 53.8089
NA NA
-10.0906 53.6952
-10.0934 53.6886
-10.1018 53.6852
-10.1159 53.6852
-10.1244 53.6818
-10.1273 53.6901
-10.1273 53.6968
-10.116 53.6985
-10.0991 53.6986
-10.0906 53.6952
NA NA
-10.2057 53.6197
-10.2028 53.6164
-10.1972 53.6131
-10.1971 53.6064
-10.2084 53.6047
-10.2225 53.603
-10.2337 53.5996
-10.245 53.6029
-10.2508 53.6112
-10.248 53.6146
-10.2423 53.6146
-10.2282 53.6146
-10.2142 53.6197
-10.2057 53.6197
NA NA
-10.2873 53.5978
-10.2788 53.5944
-10.2816 53.5927
-10.2929 53.591
-10.2958 53.5977
-10.2902 53.6011
-10.2873 53.5978
NA NA
-9.90212 53.3823
-9.89924 53.3739
-9.89354 53.3655
-9.89917 53.3638
-9.90205 53.3722
-9.90775 53.3806
-9.90494 53.3823
-9.90212 53.3823
NA NA
-9.85354 53.2966
-9.84783 53.2882
-9.84777 53.2797
-9.85055 53.2746
-9.8534 53.278
-9.86188 53.2814
-9.87601 53.2847
-9.87321 53.2881
-9.86479 53.2932
-9.85916 53.2949
-9.85354 53.2966
NA NA
-9.70116 53.2869
-9.68707 53.2886
-9.66732 53.287
-9.64756 53.2853
-9.63628 53.2853
-9.65035 53.2803
-9.66724 53.2768
-9.6785 53.2734
-9.68699 53.2768
-9.68984 53.2818
-9.69832 53.2835
-9.70118 53.2885
-9.70116 53.2869
NA NA
-9.65864 53.2583
-9.66139 53.2482
-9.6613 53.2364
-9.66121 53.2245
-9.66396 53.2144
-9.67522 53.2127
-9.69495 53.2109
-9.70061 53.2126
-9.70068 53.2228
-9.69511 53.2312
-9.6895 53.2363
-9.70082 53.2413
-9.70366 53.243
-9.69242 53.2498
-9.67273 53.2566
-9.66428 53.2583
-9.65864 53.2583
NA NA
-9.72049 53.2311
-9.72045 53.2261
-9.72322 53.2193
-9.72884 53.2159
-9.73448 53.2159
-9.74295 53.2176
-9.74017 53.2226
-9.73455 53.226
-9.73177 53.2311
-9.72614 53.2328
-9.72049 53.2311
NA NA
-9.80722 53.138
-9.78743 53.1312
-9.7677 53.133
-9.75927 53.1364
-9.74792 53.128
-9.73097 53.1246
-9.7141 53.1314
-9.69434 53.1281
-9.67739 53.1248
-9.66607 53.1197
-9.66597 53.1062
-9.66306 53.0943
-9.6518 53.0977
-9.64332 53.0944
-9.6432 53.0791
-9.65449 53.0791
-9.67711 53.0875
-9.69971 53.0925
-9.7195 53.0993
-9.73932 53.1094
-9.76477 53.1178
-9.78454 53.1211
-9.80149 53.1261
-9.81281 53.1312
-9.81285 53.1362
-9.80443 53.1413
-9.80722 53.138
NA NA
-9.57557 53.0861
-9.57268 53.0776
-9.58671 53.0674
-9.59513 53.0623
-9.612 53.0555
-9.60648 53.0708
-9.6009 53.0793
-9.584 53.0827
-9.57275 53.0861
-9.57557 53.0861
NA NA
-9.54147 53.0523
-9.53018 53.0506
-9.5104 53.0456
-9.51603 53.0439
-9.53011 53.0422
-9.54984 53.0404
-9.55829 53.0387
-9.56677 53.0404
-9.56116 53.0455
-9.5443 53.054
-9.54147 53.0523
NA NA
-10.5017 52.0846
-10.5101 52.0742
-10.5214 52.0707
-10.5411 52.0654
-10.5551 52.0567
-10.5636 52.0567
-10.5552 52.0706
-10.5355 52.0811
-10.5187 52.0863
-10.5074 52.0863
-10.5017 52.0846
NA NA
-10.3313 51.9184
-10.32 51.9132
-10.3087 51.9063
-10.2974 51.9098
-10.2861 51.9046
-10.2973 51.8976
-10.3198 51.8923
-10.348 51.8888
-10.3762 51.8835
-10.4015 51.8764
-10.41 51.8747
-10.4072 51.8799
-10.3932 51.8939
-10.3819 51.8991
-10.3594 51.9044
-10.3453 51.9097
-10.3398 51.9184
-10.3285 51.9184
-10.3313 51.9184
NA NA
-10.2001 51.7183
-10.203 51.7218
-10.2086 51.72
-10.2085 51.713
-10.1973 51.7165
-10.2001 51.7183
NA NA
-10.234 51.7252
-10.2312 51.7217
-10.2311 51.713
-10.2368 51.7147
-10.248 51.7112
-10.2565 51.7094
-10.2593 51.7129
-10.2481 51.7199
-10.2396 51.7252
-10.234 51.7252
NA NA
-10.1569 51.5959
-10.1569 51.5924
-10.1653 51.5836
-10.185 51.5766
-10.2019 51.5713
-10.2047 51.5748
-10.1907 51.5836
-10.1795 51.5906
-10.1654 51.5924
-10.1597 51.5942
-10.1569 51.5959
NA NA
-9.8891 51.6107
-9.88632 51.616
-9.8638 51.623
-9.84125 51.6248
-9.82714 51.6231
-9.813 51.6179
-9.79612 51.6232
-9.78767 51.625
-9.78199 51.6197
-9.80164 51.6074
-9.82135 51.6021
-9.83546 51.6038
-9.8496 51.609
-9.86086 51.6055
-9.88625 51.6072
-9.8891 51.6107
-9.8891 51.6107
NA NA
-9.52284 51.6642
-9.51444 51.673
-9.49756 51.6783
-9.49199 51.6888
-9.48353 51.6888
-9.48344 51.6766
-9.48621 51.6696
-9.50026 51.6625
-9.5172 51.6642
-9.52284 51.6642
NA NA
-9.42561 51.4787
-9.42278 51.4769
-9.42273 51.4699
-9.42839 51.4734
-9.43403 51.4734
-9.43125 51.4787
-9.42561 51.4787
NA NA
-9.37211 51.4911
-9.35804 51.4947
-9.34678 51.4982
-9.34952 51.4877
-9.36077 51.4823
-9.36924 51.4841
-9.37211 51.4911
NA NA
-9.39733 51.4682
-9.39723 51.4541
-9.40282 51.4471
-9.41127 51.4453
-9.42534 51.4418
-9.42819 51.4453
-9.41978 51.4523
-9.41415 51.4541
-9.41139 51.4629
-9.403 51.4717
-9.39736 51.4717
-9.39733 51.4682
NA NA
-9.45914 51.4346
-9.4647 51.4241
-9.47313 51.4188
-9.47872 51.4117
-9.49001 51.4135
-9.49568 51.417
-9.49291 51.424
-9.48166 51.4293
-9.47323 51.4328
-9.46477 51.4329
-9.45914 51.4346
NA NA
-8.30592 51.8683
-8.29183 51.8701
-8.27489 51.8684
-8.25232 51.8667
-8.23537 51.8633
-8.22408 51.8616
-8.22118 51.8511
-8.22676 51.8424
-8.24653 51.8458
-8.25779 51.844
-8.26905 51.8405
-8.29161 51.8405
-8.30569 51.8369
-8.31138 51.8439
-8.31426 51.8526
-8.31999 51.8648
-8.31438 51.8683
-8.30594 51.8718
-8.30592 51.8683
NA NA
-5.99673 53.4902
-6.00231 53.4818
-6.01635 53.4733
-6.02763 53.4733
-6.03051 53.4817
-6.02492 53.4884
-6.01645 53.4868
-6.008 53.4885
-5.99676 53.4935
-5.99673 53.4902
NA NA
-6.65784 61.3964
-6.67539 61.4
-6.69304 61.4019
-6.7176 61.4073
-6.73843 61.4161
-6.74835 61.4297
-6.76545 61.4418
-6.78983 61.4506
-6.81411 61.4611
-6.82776 61.4714
-6.83795 61.48
-6.85168 61.4887
-6.85469 61.4989
-6.85414 61.509
-6.85715 61.5192
-6.87416 61.533
-6.88417 61.545
-6.89781 61.5552
-6.91501 61.5656
-6.94266 61.5795
-6.95285 61.588
-6.9523 61.5982
-6.95176 61.6083
-6.95504 61.6134
-6.95104 61.6218
-6.93985 61.6317
-6.91829 61.6366
-6.90765 61.6364
-6.89001 61.6345
-6.88318 61.6294
-6.87654 61.6209
-6.86954 61.6191
-6.85899 61.6173
-6.85562 61.6139
-6.86671 61.6055
-6.87745 61.604
-6.89555 61.5975
-6.89928 61.5941
-6.88172 61.5905
-6.84643 61.5867
-6.81459 61.5847
-6.79021 61.5759
-6.75856 61.5704
-6.73755 61.5651
-6.72745 61.5549
-6.7209 61.5446
-6.71753 61.5412
-6.73527 61.5414
-6.75273 61.5467
-6.77757 61.547
-6.79867 61.5507
-6.79175 61.5472
-6.77447 61.5385
-6.75364 61.5298
-6.73981 61.5229
-6.7258 61.5193
-6.7188 61.5175
-6.71562 61.5107
-6.71589 61.5056
-6.7198 61.4989
-6.71307 61.4921
-6.7026 61.4886
-6.69596 61.48
-6.70324 61.4767
-6.71042 61.4751
-6.71797 61.4667
-6.7217 61.4634
-6.74289 61.4653
-6.75717 61.4638
-6.7609 61.4604
-6.74371 61.4501
-6.73325 61.4465
-6.71551 61.4463
-6.69796 61.4427
-6.68404 61.4375
-6.67021 61.4305
-6.66011 61.4202
-6.65702 61.4117
-6.65747 61.4032
-6.65775 61.3981
-6.65784 61.3964
NA NA
-6.69937 61.6811
-6.70255 61.6879
-6.71292 61.693
-6.72338 61.6965
-6.73403 61.6967
-6.73784 61.6916
-6.74166 61.6866
-6.72766 61.6831
-6.71019 61.6778
-6.69937 61.6811
NA NA
-6.76723 61.7391
-6.77751 61.7459
-6.78097 61.7477
-6.79843 61.7529
-6.81581 61.7598
-6.82618 61.765
-6.82227 61.7717
-6.81145 61.7749
-6.7868 61.7713
-6.77288 61.7661
-6.76605 61.7609
-6.75941 61.7524
-6.75987 61.744
-6.77433 61.7392
-6.76723 61.7391
NA NA
-6.63871 61.7527
-6.66363 61.7513
-6.674 61.7565
-6.70193 61.7652
-6.72249 61.7789
-6.7395 61.7925
-6.75306 61.8044
-6.76306 61.8163
-6.78062 61.8198
-6.80527 61.8235
-6.82301 61.8237
-6.84083 61.8222
-6.86557 61.8242
-6.86858 61.8343
-6.87194 61.8377
-6.87804 61.8562
-6.88068 61.873
-6.89397 61.8898
-6.8967 61.9049
-6.90707 61.91
-6.86832 61.9046
-6.83312 61.8991
-6.78391 61.8902
-6.76308 61.8816
-6.73178 61.8695
-6.70386 61.8608
-6.68276 61.8572
-6.67257 61.8487
-6.65556 61.8351
-6.63809 61.8298
-6.60989 61.8262
-6.61007 61.8228
-6.61417 61.8128
-6.62499 61.8096
-6.63263 61.7996
-6.63299 61.7929
-6.62971 61.7878
-6.64418 61.7829
-6.63772 61.7711
-6.63817 61.7627
-6.63853 61.756
-6.64935 61.7528
-6.63871 61.7527
NA NA
-6.85223 61.9395
-6.85896 61.9462
-6.87633 61.9531
-6.88679 61.9566
-6.89007 61.9616
-6.88616 61.9682
-6.87206 61.9664
-6.86533 61.9597
-6.85514 61.9512
-6.8485 61.9428
-6.8525 61.9345
-6.85223 61.9395
NA NA
-6.59609 61.9498
-6.61028 61.9499
-6.62065 61.955
-6.63084 61.9635
-6.64458 61.972
-6.65131 61.9788
-6.65795 61.9872
-6.65359 62.0021
-6.65322 62.0088
-6.64631 62.0054
-6.6223 61.9901
-6.60192 61.9732
-6.59882 61.9648
-6.59582 61.9548
-6.59991 61.9448
-6.59609 61.9498
NA NA
-6.28282 62.3555
-6.28327 62.3473
-6.27636 62.3439
-6.25517 62.3421
-6.24453 62.3419
-6.24143 62.3336
-6.24525 62.3287
-6.2528 62.3206
-6.26007 62.3174
-6.27445 62.3143
-6.28491 62.3177
-6.28818 62.3226
-6.29482 62.331
-6.29792 62.3393
-6.29746 62.3475
-6.29364 62.3524
-6.28646 62.3539
-6.28282 62.3555
NA NA
-6.29964 62.308
-6.29291 62.3013
-6.28608 62.2962
-6.2758 62.2895
-6.27599 62.2862
-6.2869 62.2814
-6.30473 62.28
-6.30536 62.2684
-6.29872 62.2601
-6.29572 62.2501
-6.30681 62.242
-6.33182 62.239
-6.34965 62.2375
-6.35275 62.2458
-6.35584 62.2541
-6.36967 62.2609
-6.37631 62.2693
-6.37595 62.2758
-6.35776 62.2839
-6.33966 62.2903
-6.32511 62.2967
-6.31401 62.3048
-6.30682 62.3064
-6.29964 62.308
NA NA
-6.54042 62.3833
-6.52969 62.3848
-6.5155 62.3846
-6.48766 62.3744
-6.4812 62.3628
-6.47501 62.3463
-6.46837 62.338
-6.45427 62.3362
-6.44427 62.3245
-6.44481 62.3146
-6.41998 62.3143
-6.40579 62.3142
-6.39897 62.3091
-6.39632 62.2926
-6.39696 62.2811
-6.40423 62.2778
-6.42188 62.2797
-6.4499 62.2866
-6.467 62.2984
-6.48065 62.3085
-6.49047 62.3234
-6.50039 62.3367
-6.50339 62.3466
-6.50276 62.3582
-6.51286 62.3681
-6.52314 62.3749
-6.5336 62.3783
-6.54397 62.3833
-6.54042 62.3833
NA NA
-6.56679 62.3556
-6.55633 62.3522
-6.54614 62.3439
-6.52913 62.3305
-6.52294 62.3139
-6.50584 62.3021
-6.49574 62.2921
-6.48219 62.2804
-6.4649 62.272
-6.44753 62.2651
-6.44071 62.2601
-6.42688 62.2533
-6.41642 62.2499
-6.40969 62.2432
-6.4136 62.2366
-6.43843 62.2369
-6.45953 62.2405
-6.47345 62.2456
-6.491 62.2491
-6.47763 62.2341
-6.46025 62.2273
